Product Name	Associated Patent(s)	Table Number
MSxx03 Diamond Series 27 lb-in. Spring Return Direct Coupled Actuators	6940241; 7265512; 7898147; 6880799; 6997799; 7021072; 9553430; 9106171; 8972064; 9379577; 9981529; 9041319; 8749182; 10113762; 8588983; 6578686; 6558261; 6505991; 6822409; 6593716; 8922140; 8760103; 8287207; 10920814; 10439488; 10550952; 11466884; 10744848; 10186898; 6979965; 10326497; 10634379; 7446494; 10054166; 10437201; 10658980; 10145487; 10288122; 7477028	2
MSxx04F 30 lb-in. and MSxx09F 80 lb-in. Fire and Smoke Damper Actuators	6940241; 7265512; 7898147; 9106171; 8972064; 9041319; 8749182; 10113762; 8588983; 6578686; 6558261; 6822409; 6593716; 8760103; 10920814; 7446494; 10054166; 10288122	2
MSxx10 88 lb-in. and MSxx20 175 lb-in. Spring Return Direct Coupled Actuators	6940241; 7265512; 7898147; 6880799; 6997799; 7021072; 9553430; 9106171; 8972064; 9379577; 9981529; 9041319; 8749182; 10113762; 8588983; 6578686; 6558261; 6505991; 6822409; 6593716; 8922140; 8760103; 8287207; 10920814; 10439488; 10550952; 11466884; 10744848; 10186898; 6979965; 10326497; 10634379; 7446494; 10054166; 10437201; 10658980; 10145487; 10288122; 7477028	2
MSxx20F 175 lb-in. Fire and Smoke Damper Actuators	6940241; 7265512; 7898147; 9106171; 8972064; 9041319; 8749182; 10113762; 8588983; 6578686; 6558261; 6822409; 6593716; 8760103; 10920814; 7446494; 10054166; 10288122	2
MSxx61B 4 Nm, 35 lb-in Non Spring Return Direct Coupled Actuators	6940241; 7265512; 7898147; 6880799; 6997799; 7021072; 9553430; 9106171; 8972064; 9379577; 9981529; 9041319; 8749182; 10113762; 8588983; 6578686; 6558261; 6505991; 6822409; 6593716; 8922140; 8760103; 8287207; 10920814; 10439488; 10550952; 11466884; 10744848; 10186898; 6979965; 10326497; 10634379; 7446494; 10054166; 10437201; 10658980; 10145487; 10288122; 7477028	2
Multi-Criteria Multi-Sensor Detectors	8186201; 10619849; 7327247; 7551096	2
MultiPRO 7000 Thermostat	9939824	2
Multi-Volatage Relays	9542831; 9940824; 9704375; 10619849	2
"MVN Actuator With Low Profile 2-Way NPT Valves ½""-1¼"""	8887655; 9221160; 8632054; 9984557	2
"MVN Actuator With Low Profile 3-Way NPT Valves ½""-1¼"""	8887655; 9221160; 8632054; 9984557	2
"MVN Actuator With Standard Profile 3-Way NPT Valves ½""-1¼"""	8887655; 9221160; 8632054; 9984557	2
"MVN Actuator With Standard Profile, 2-Way NPT Valves ½""-1¼”"	8887655; 9221160; 8632054; 9984557	2
Nano - 1 loop analogue addressable control panel	9633554; 6927394; 8255896; 7760081; 10761696; 9934672	2
NAVITAS Engineering Manager	11145214; 10810892; 11126947; 10170005; 10319248; 10037705	2
NAVITAS Gate And Turnaround Solutions	10925028; 10555274; 9212953; 8817247; 10748431; 10699587; 10699588; 9934693	2
NAVITAS Lights Manager	10925028; 10555274; 9472108; 9212953; 8817247; 10748431; 10699587; 10699588; 9934693; 10334711; 10501206; 11227478; 9942964; 11227478	2
NAVITAS Performance Manager	11145214; 10810892; 11126947; 10170005; 10319248; 10037705	2
NAVITAS Surface Manager	11145214; 10810892; 11126947; 10170005; 10319248; 10037705; 9212953; 8817247; 10748431; 10699587; 10699588; 9934693; 10925028; 10555274	2
NAVITAS Tower Manager	11145214; 10810892; 11126947; 10170005; 10319248; 10037705	2
NetAXS-123 Hybrid Access Control Panel	8272053; 10818118; 8095889; 9557719; 9524594; 9342223; 8554865; 8179227; 8222990; 8341695; 8519842; 8598982; 7937669; 9286481; 7853987; 8166532; 9881435; 10339736; 10613728; 9965908; 8387135	2
NetAXS-4 – Hybrid Access Control Panel	8272053; 10818118; 8095889; 9557719; 9554277; 9524594; 9342223; 8554865; 8179227; 8102240; 8222990; 8341695; 6988203; 8519842; 8598982; 7937669; 9286481; 7853987; 8166532; 9881435; 10339736; 9865104; 10613728; 9965908; 8387135	2
Network 8 Emergency Voice Communications System	6998960; 9704375; 8229131; 8411875	2
NFS2-8 Two / Four / Eight zone conventional fire alarm panel	8255896; 9934672	2
Non-spring Return Direct Coupled Actuators	6940241; 7265512; 7898147; 6880799; 6997799; 7021072; 9553430; 9106171; 8972064; 9379577; 9981529; 9041319; 8749182; 10113762; 8588983; 6578686; 6558261; 6505991; 6822409; 6593716; 8922140; 8760103; 8287207; 10920814; 10439488; 10550952; 11466884; 10744848; 10186898; 6979965; 10326497; 10634379; 7446494; 10054166; 10437201; 10658980; 10145487; 10288122; 7477028	2
NXS/NXP Series Variable Frequency Drives	7800339	2
OmniClass 2.0 mobile-enabled/ready readers with keypad	7804403; 9342223; 10613728	2
OmniClass Contactless Smart Card Readers	8941464; 8232860; 9342223; 10613728	2
OmniClass Credentials	9342223; 9286481; 10613728; 7720257; 7881537; 7760908; 7773771; 8054881; 7620207; 8358805; 7796029; 8648718; 8467570; 7394916; 9077882; 8558892	2
OmniProx Clamshell Contactless Proximity Card	7804403; 9342223; 10613728	2
OmniProx Credentials - Contactless Proximity Cards	9342223; 9286481; 10613728	2
OmniProx Credentials - Credentials for Contactless Proximity Card Readers	7720257; 7881537; 7760908; 7773771; 8054881; 7620207; 8358805; 7796029; 8648718; 8467570; 7394916; 9077882; 8558892	2
OmniProx Proximity Card Readers	7804403; 9342223; 9286481; 10613728	2
ONYX Series Fire Control Panel	7227450; 7372369; 7242292; 9633554; 8842747; 11593303; 6927394; 8255896; 7760081; 10761696; 10318070; 7602304; 9934672	2
ONYXWorks Workstation	7705863; 7728853; 9569945; 7286050; 10720043; 8346474; 6927394; 7760081; 8466785; 11270574; 10269236; 8830193; 8538687	2
Open-area Smoke Imaging Detection (OSID)	7495573; 10067234; 10619849; 9002065; 8620031; 9645081; 9291555; 9448168; 9423344; 9267884; 9057485; 8797531; 8406471; 8804119; 9702803; 10094777; 10309898; 9025144; 10429289; 10971611	2
Opus Building Automation System	10606289; 10234832; 11079777; 8037354; 9971977; 8359484; 9529349; 8375402; 10976898; 8819562; 10565532; 10289086; 9852387; 7420561; 9810443; 10362104; 8577505; 10951696; 8484231; 9161102; 10051348; 9933762; 9223839; 8850347; 10338550; 7158957; 10209689; 8640098; 10863143	2
Outcome based services	7825817; 9777937; 11248819; 9507344; 9519874; 8326790; 11499734; 11480355; 11041650; 10677488; 10895857; 10852019; 10248146; 10216160; 9661010; 10867622; 8584030; 11348598; 10475468; 10839632; 10760815	2
Outside Temperature Sensor	8700227	2
Paging Response Pager	7218708; 6998960; 7786858	2
Paging Response Plus	6998960; 7786858	2
Paging System Full Duplex Repeater	6998960; 7786858	2
Paging System Response Link	6998960; 7786858	2
PC485.S5-MODBUSLG	8429566; 9768599; 9967281; 11263711; 7822349; 11394185; 10181708; 10608421; 10348773	2
PC-501 S5 Bus to RF Protocol Converter	8429566; 9768599; 9967281; 11263711; 7822349; 11394185; 10181708; 10608421; 10348773	2
PC-502 Protocol Converter	8429566; 9768599; 9967281; 11263711; 7822349; 11394185; 10181708; 10608421; 10348773	2
PC-803 Protocol Converter	8429566; 9768599; 9967281; 11263711; 7822349; 11394185; 10181708; 10608421; 10348773	2
PCD1 Controller	10884040	2
PCD3 Digital Input Modules	10884040	2
PCD3 Housing/Slot Cover	10884040; 10051348	2
PEHA Radio Control System	7015789	2
Performance Series	9786276; 8823508; 9894261; 9661010; 7801328; 10867493; 7613360; 8542981; 10362273; 9344684; 9412245; 8230349; 9251633; 9208156; 8878931; 8787725; 8797404; 10984650; 8538232; 10510239; 8488001; 10241640; 9172918; 7756415	2
Performance Series Camera	10298884; 8150202; 9591230	2
Photoelectric Smoke Detector	7327247: 11232703; 11481297; 7551096; 11024154; 11595838; 11580848; 11227473; 11972676; 11756400	2
PoE Switch	8429566; 9768599; 9967281; 11263711; 7822349; 11394185; 10181708; 10608421; 10348773	2
Pressure Independent Airflow Control Valve	9772042	2
PRO3200 professional series access control modules	9342223; 10613728	2
Pro-Watch	11625964; 10009346; 8027468; 11388775; 11308792; 11527145; 10692364; 8731238; 10560587; 10572962; 10306403; 10708361	2
Pro-Watch + VISTA Integration	7720257; 7881537; 7760908; 7773771; 8054881; 7969302; 9224042; 9412245; 9251633; 9208156; 7620207; 8358805; 8443437; 8620269; 7796029; 8648718; 11087611; 8558658; 8436907; 9691200; 8731238; 8694792; 10241640; 8078146; 7937669; 10078927; 8467570; 7394916; 9077882; 8558892; 10339736; 11150778; 8446521; 8742887; 7600679	2
Pro-Watch Compliance Report Manager	7720257; 7881537; 7760908; 7773771; 8054881; 7969302; 9224042; 9412245; 9251633; 9208156; 7620207; 8358805; 8443437; 8620269; 7796029; 8648718; 8558658; 9691200; 8694792; 10241640; 8078146; 7937669; 10078927; 8467570; 7394916; 9077882; 8558892; 10339736; 11150778; 8742887; 7600679	2
Pro-Watch Integration Program	7720257; 7881537; 7760908; 7773771; 8054881; 7969302; 9224042; 9412245; 9251633; 9208156; 7620207; 8358805; 8443437; 8620269; 7796029; 8648718; 8558658; 9691200; 8694792; 10241640; 8078146; 7937669; 10078927; 8467570; 7394916; 9077882; 8558892; 10339736; 11150778; 8742887; 7600679	2
Pro-Watch Notifier Secondary Fire Interface	7720257; 7881537; 7760908; 7773771; 8054881; 7969302; 9224042; 9412245; 9251633; 9208156; 7620207; 9147114; 10627999; 8358805; 8443437; 9942521; 8620269; 7796029; 8648718; 10691707; 8633984; 8351766; 10404672; 8558658; 8576282; 9691200; 8694792; 10241640; 8078146; 7937669; 8675074; 10078927; 8467570; 7394916; 9077882; 8558892; 10938795; 10339736; 11354863; 10721473; 11150778; 8742887; 7600679; 9800736	2
Pro-Watch Security Management Suite	7720257; 7881537; 7760908; 7773771; 8054881; 7969302; 9224042; 9412245; 9251633; 9208156; 7620207; 8358805; 8443437; 8620269; 7796029; 8648718; 8558658; 8436907; 9691200; 8731238; 8694792; 10241640; 8078146; 7937669; 10078927; 8467570; 7394916; 9077882; 8558892; 10498908; 11062579; 9740932; 10339736; 11150778; 8446521; 8742887; 7600679; 9251692; 9767663; 10650229	2
Pro-Watch Video Management System R700	11495024; 10306403	2
Ptz Cameras	10298884; 9398203; 8150202; 8305439; 9591230; 7630620; 8098282	2
Public Address and Voice Alarm	6998960; 9558747; 9704375; 9443405; 8229131; 8411875	2
Pulse App	9286786; 11388775; 11022946; 10228672; 11303467; 10545468; 10911255; 10319210; 9754478	2
PW6101 Series Single Door POE Intelligent Controller and Reader Module	7720257; 7881537; 7760908; 7773771; 8054881; 7620207; 8358805; 7796029; 8648718; 8467570; 7394916; 9077882; 8558892	2
PW-Series Access Modules (PW5K1R1, PW6K1R2, PW6K1IN, PW6K1OUT)	7720257; 7881537; 7760908; 7773771; 8054881; 7620207; 8358805; 7796029; 8648718; 8467570; 7394916; 9077882; 8558892	2
PW-Series Modular Access Control System - Intelligent Controllers	7720257; 7881537; 7760908; 7773771; 8054881; 7620207; 8358805; 7796029; 8648718; 8467570; 7394916; 9077882; 8558892	2
QP BTU Meter	8799205; 10884040	2
QuadraKey Card	7720257; 7881537; 7760908; 7773771; 8054881; 7620207; 8358805; 7796029; 8648718; 8467570; 7394916; 9077882; 8558892	2
Radar Video Surveillance (RVS) System	7720257; 7250853; 9429945; 7881537; 7760908; 9759811; 7773771; 8054881; 7620207; 8358805; 7796029; 8648718; 8467570; 9077882; 8558892; 9990821	2
Rapid Eye Hybrid HD Digital Video Receorder (DVR)	11233977	2
Rate Of Rise Heat Detector	8103007; 7501935; 10619849; 8411875	2
RCC-RUI-HUB   (Refrigeration Case Controller/Remote Display Hub)	8037354; 9971977; 8359484; 9529349; 8375402; 10976898; 8819562; 10565532; 10289086; 9852387	2
Rechargeable TFT Display Pager	6998960	2
Reflected Beam Smoke Detectors	10619849; 7760359	2
Remote Reader Module	10831867	2
Response Aid Paging System	6998960; 7786858	2
Response Paging Site Survey Kit	6998960; 7786858	2
Response Rechargeable Pager	6998960; 7786858	2
RF Lamp Switch	8429566; 9848480; 10225913; 10524338	2
RF Temperature Sensor	9282466; 8429566; 10884040; 7904631; 8354914; 7142112; 7061393	2
RMJ-16R-DV-B PowPak relay module	9386665; 10334700; 9936565	2
RMJS-CCO1-24-B VIVE POWPAK 24V CONTACT CLOSURE OUTPUT MODULE	9386665; 10334700; 9936565	2
ROOM-INTEGRATOR	10606289; 11079777	2
RT1 Remote Thermistor	9282466; 8429566; 10884040; 7904631; 8354914; 7142112; 7061393	2
RT10 Rugged Tablet	9239718; 9933762; 11089454	2
RTD-Linc	8429566; 9768599; 9967281; 11263711; 7822349; 11394185; 10181708; 10608421; 10348773	2
S0 Pulse Counters	10884040	2
S241 Magnetic Door Switch	8429566; 9768599; 9615429; 9848480; 7548151; 7421247; 6832072; 8364319; 8368310; 7821160; 7906873; 8610570; 8772982; 8184004; 11394185; 10181708; 10608421; 10225913; 10524338	2
S3 Series Control Panel	9880214; 7242292; 9633554; 8842747; 6927394; 8255896; 7760081; 10318070; 7602304; 9934672	2
S541.RF Wireless Door Switch / Transmitter	8429566; 9768599; 7548151; 7421247; 6832072; 11394185; 10181708; 10608421	2
Saia PCD1.P1 Power Quality Analyser (PQA)	10884040	2
Saia PCD7.D4	10884040	2
SBC ALD1 Series Single-Phase Energy Meters	10884040	2
SBC ALE3 Series 3-Phase Energy Meters	10884040	2
SBC AWD3 Series 3-Phase Energy Meters	10884040	2
SBC EMD1 Series Single Phase Energy Meters	10884040	2
SceneSelect II Ballast Controllers	8255896; 9934672	2
SceneSelect II Control Panel	8255896; 9934672	2
S-Cubed Visual Alarm Devices	10680679; 8103007; 9704375; 7501935; 10862739; 8411875; 11011030	2
Series 41 and 81 Modutrol IV Motor	6954044; 6940241; 7265512; 7106020; 7898147; 7021072; 6369540; 9106171; 8972064; 9041319; 8749182; 10113762; 8588983; 6578686; 6558261; 6822409; 6593716; 8760103; 10920814; 7446494; 10054166; 10288122	2
Series ES Detect	8103007; 7501935; 10619849; 8411875; 6840084	2
Series IQ8Quad (Intelligent Addressable)	10619849 8346964	2
Silent Knight addressable control panels	10951696; 10580285; 10761696; 10863143	2
Silent Knight conventional control panels	10580285	2
Smart Impressions Video Analytics Software	7720257; 7881537; 7760908; 7773771; 7778445; 7149325; 8054881; 7986828; 8929588; 7620207; 8358805; 8706663; 7796029; 8648718; 8160371; 8064639; 7898576; 8467570; 7394916; 7876361; 7529646; 9077882; 8558892; 10127452; 8284990	2
SmartPIT smart protocol interface translator	11233977	2
SmartVFD HVAC / HVAC2 Variable Frequency Drive	7800339	2
SpectrAlert Advance Series speakers	6998960; 7330125; 9860723; 9704375; 8229131; 8411875	2
Spring Return Motors	6954044; 6940241; 7265512; 7106020; 7898147; 7021072; 6369540; 9106171; 8972064; 9041319; 8749182; 10113762; 8588983; 6578686; 6558261; 6822409; 6593716; 8760103; 10920814; 7446494; 10054166; 10288122	2
Spyder BACnet Programmable Controller	6826920; 9879873; 9690594; 6536678; 6647302; 6549826; 6813631; 6745085; 6904874; 8251297; 8489779; 8880226; 8650306; 10359791; 10330335; 8738793; 8532797; 7738972; 8418128; 8648706; 8560126; 9153001; 8630744; 8626354; 11181286; 8224466; 8112162; 7826929; 10993336; 7819334	2
Spyder LON Programmable Controller	6826920; 9879873; 9690594; 6536678; 6647302; 6549826; 6813631; 6745085; 6904874; 8251297; 8489779; 8880226; 8650306; 10359791; 10330335; 8738793; 8532797; 7738972; 7819334; 8418128; 8648706; 8560126; 9153001; 8630744; 8626354; 11181286; 8224888; 8224466; 8112162; 7826929; 10993336	2
S-Quad Multi-Sensor with Sounder and Visual Alarms Device (VAD)	10680679; 8103007; 7239387; 9704375; 7501935; 10862739; 7298479; 7791496; 8411875; 11011030	2
ST7 ICP Programmer	8429566	2
STM32/STLINK	8429566	2
Strap-On Temperature Sensor	8700227	2
Stryker LON Configurable VAV Controller	6826920; 10061390; 9879873; 10127056; 9690594; 6536678; 6647302; 6549826; 6813631; 6745085; 6904874; 8251297; 8489779; 8880226; 8650306; 10359791; 10330335; 8738793; 8532797; 7738972; 8418128; 8648706; 8560126; 9153001; 8630744; 8626354; 8621377; 8224466; 8112162; 10805433; 7826929; 10142447; 10993336; 7819334	2
Stryker LON CUL6438 Configurable Controller	6826920; 10061390; 9879873; 10127056; 9690594; 6536678; 6647302; 6549826; 6813631; 6745085; 6904874; 8251297; 8489779; 8880226; 8650306; 10359791; 10330335; 8738793; 8532797; 7738972; 8418128; 8648706; 8560126; 9153001; 8630744; 8626354; 8621377; 8224466; 8112162; 10805433; 7826929; 10142447; 10993336; 7819334	2
SuitePRO Digital Fan Coil Thermostat	9157646; 10539718; 10436633	2
Supervisory Switches	10606289; 10234832; 11079777; 9223839; 10209689; 10619849	2
Surge Protection Modules	9693327; 10412783; 9380638; 9386552; 11032874; 9306857; 10050883	2
Swift Smoke & Fire Sensor Series	9560530; 8880081; 9159163; 8849965; 8547906; 7933240; 9578599; 9730091; 9786155; 9990839; 9798966; 9491639; 9030963; 9565575; 10101789; 9295066; 10455298; 9123219; 8552857; 8046180; 7973669; 8842520; 8948053; 8553664; 11272384; 10887783; 10619849; 10694267; 9877219; 10313850; 10043378; 10063416; 10298443	2
Swift Wireless (Firelite)	9560530; 8880081; 9159163; 8547906; 7933240; 9578599; 9730091; 9786155; 9990839; 9798966; 9491639; 8194592; 9030963; 9565575; 10101789; 9295066; 10523497; 10455298; 11089454; 9123219; 10862739; 8552857; 8046180; 7973669; 8842520; 8948053; 8553664; 11272384; 10887783; 10694267; 9877219; 10313850; 10043378; 10063416; 10298443; 11361654; 11810446	2
Sylk I/O Module	6826920; 9879873; 9690594; 6536678; 6647302; 6549826; 6813631; 6745085; 6904874; 8251297; 8489779; 9489646; 8880226; 8650306; 10359791; 10330335; 9244450; 8738793; 8640120; 8532797; 7738972; 8418128; 8648706; 8560126; 9153001; 8630744; 8626354; 8443110; 8571832; 11181286; 8224466; 8112162; 7826929; 8532962; 7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8890675; 10993336; 7819334	2
System Sensor duct Smoke Detector	7859395	2
System Sensor L-Series Strobes	10680679; 9940824; 7183483; 9860723; 9704375; 10862739; 10777049; 11011030; 7053766; 7580234; 7218205	2
T4031C/E/F and T6031C/D Ambistat Temperature Controllers	7784705; 10309713	2
T4054 and T6054 Utility Line Voltage Thermostat	7784705	2
T6031 Remote Temperature Controller	7784705; 10309713	2
T631A-C Farm-O-Stat Airswitch Controller	7784705	2
T675A/B and T678A Temperature Controllers	7784705	2
T7 series temperature sensor	8700227	2
T7350 and T7351 Programmable Thermostat	6826920; 7083109; 6843068; 6996999; 7044627; 7565813; 7222800; 9939824; 10539718; 10436633	2
T775 Series 2000 Electronic Temperature Controllers	7784705	2
T915A-D,F,M,P Proportional Temperature Controllers	7492233; 7784705	2
TB Wall Temperature Sensor	8700227	2
TB7200, TB7300, TB7600 Series Communicating Zone Thermostat	6826920; 7083109; 6843068; 6996999; 7044627; 7565813; 9939824; 10539718; 10436633	2
TBL-70 Tabletop Controller	8429566; 10481045; 9768599; 9615429; 11263711; 8354914; 8364319; 7821160; 7906873; 8772982; 10697660; 11394185; 10181708; 10982872; 10608421	2
Temaline Access Control	9640003	2
The NAVITAS Turnaround Manager	11584546	2
Total Connect	10088186; 10248146	2
TR20 Series Wall Modules	9528716; 10037044; 8224763; 9488992; 8925358; 8135893; 9285134; 9141407; 9134715; 8219244; 7992398; 9074784; 9182141; 11029055; 9147049; 8538588; 8196185; 9195365; 7966438; 10731888; 10551083; 11353225; 9909773; 10001292; 9657959; 8554714; 9765986; 8688278; 8918218; 9255720; 10495335; 9726392; 9097432; 10670288; 8195335	2
TR20 Series Wireless Sensor	8199005; 8700227	2
TR40 and TR42 Series	6832134; 9939168; 9322567; 9619249; 8174962; 9038897; 7844764; 7774648; 10255212; 10069645; 10540503; 9528716; 10037044; 8224763; 9488992; 8925358; 8135893; 9285134; 9141407; 9134715; 8219244; 7992398; 9074784; 9182141; 11029055; 9147049; 8538588; 8196185; 9195365; 7966438; 10731888; 10551083; 11353225; 9909773; 10001292; 9657959; 8554714; 9765986; 9846505; 8688278; 8918218; 9255720; 11112899; 10495335; 9726392; 9097432; 10670288; 10042473; 8195335; 9441848; 11243005; 11086664; 10514677; 10677485; 10359745; 10691093; 10310463	2
TR71/TR75 Series Wall Module	9528716; 10037044; 8954543; 8224763; 9488992; 8925358; 8135893; 9285134; 9074785; 9141407; 9134715; 8219244; 8239500; 7992398; 9074784; 9182141; 11029055; 9147049; 8538588; 8196185; 9195365; 7966438; 10731888; 10551083; 11353225; 9909773; 10001292; 9657959; 8554714; 8224466; 9386665; 10334700; 9936565; 9765986; 8688278; 8918218; 9255720; 10495335; 9726392; 9097432; 10670288; 8195335	2
Traccel Valves	6457437; 6790136; 6609967	2
Trailing Edge Dimmers	8255896; 9934672	2
TStatSpec software	6851621; 7055759; 10539718; 10436633	2
Type A / B Outstation Emergency Voice Communication System	6998960	2
Universal Interface Module (Interface Module of VARIODYN D1)	9693327; 10412783; 9380638; 9386552; 11032874; 9306857; 10050883	2
Universal Surveillance (HUS)	7720257; 7881537; 7760908; 7773771; 8054881; 7620207; 8358805; 7796029; 8648718; 11574393; 8467570; 7394916; 9077882; 8558892	2
V50H Expander Card	8429566; 9991066	2
Vantage Fume Hood Controls	10332043	2
Vantage Valve	9772042; 10332043	2
VARIODYN D1 Comprio	9693327; 10412783; 9380638; 9386552; 11032874; 8411875; 9306857; 10050883	2
VARIODYN D1 Digital Call Station	9693327; 10412783; 9380638; 9386552; 11032874; 9306857; 10050883	2
VARIODYN D1 Digital Output Module DOM4-8, DOM4-24	9693327; 10412783; 9380638; 9462401; 9386552; 11032874; 8411875; 9306857; 10050883	2
VARIODYN D1 Emergency Power Supply	9693327; 10412783; 9380638; 9401687; 9386552; 11032874; 9225249; 8872649; 9306857; 10050883	2
VARIODYN D1 Loop Technology Loop Isolator Module (LIM)	9693327; 10412783; 9380638; 9386552; 11425501; 11032874; 9306857; 10050883	2
VARIODYN D1 Mains Switching Unit MSU	9693327; 10412783; 9380638; 9386552; 11032874; 9306857; 10050883	2
VARIODYN D1 PAMMI Plus	9693327; 10412783; 9380638; 9386552; 11032874; 9306857; 10050883	2
VARIODYN D1 System Communication Unit (SCU)	9693327; 10412783; 9380638; 9386552; 11032874; 9306857; 10050883	2
VAV-SD Controller	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
Vector Occupant App	10990386; 10539424; 11725948; 11156465; 10430892; 9595144; 10395452; 9713002; 7471242; 9589403; 11516660; 10438426; 10524095; 8707414; 10524125; 10887766; 10255732; 10096182; 10182309; 10051429; 10186098; 11043056	2
Vector Space Sense​	10430892; 10395452; 9713002; 9824554; 7471242; 9589403; 11516660; 10438426; 10524095; 11388775; 8707414; 10524125; 10887766; 10255732; 10096182; 10051429; 10186098; 10794604	2
VeriFire Tool/Software (Esser / Notifier)	11270574	2
VESDA Aspirating Smoke Detector	9282466; 11610472; 10677705; 11543057; 10619849	2
VESDA ECO Aspirating Gas Detector	10677705; 11002579; 11543057; 9618440; 10545041; 9746363; 9235970; 8892399; 8224621; 10345213; 10619849	2
VESDA-E VEA Addressable Aspirating Smoke Detector	11610472; 10677705; 11002579; 11543057; 9002065; 8620031; 10600300; 10317319; 9291555; 10545041; 9423344; 8406471; 11385212; 10302522; 10345213; 10619849	2
Video Analytics – Active Alert	7720257; 7881537; 7760908; 7773771; 7778445; 7149325; 8054881; 7986828; 8929588; 7620207; 10627999; 8358805; 8706663; 11087139; 7796029; 8648718; 8160371; 8064639; 8731238; 7898576; 8467570; 6998987; 7394916; 7876361; 7529646; 9077882; 8558892; 10127452; 8284990	2
ViewPort	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
Vigilon Analogue Addressable Panels (1-6 Loop)	10951696; 9633554; 6927394; 8255896; 7760081; 10761696; 11080979; 9934672; 10863143	2
Vision CE	10228837; 10514817; 9347678	2
Visualeyez Series Graphics System	7705863; 7728853; 10720043; 6927394; 7760081; 10269236; 8830193	2
VisualLogic BACnet/MSTP Controllers	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
VLC-1188 Programmable Logic Controller	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
VLC-1600 Monitoring Device	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
VLCA-1688 (Advanced VisualLogic Controller)	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
VLD-362 Controller	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
VLI Early Warning Aspirating Smoke Detectors	9702802; 9111427; 7777633; 8314710; 10619849	2
VLX	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
VLX-Platinum	9509656; 10162344; 8965994; 8195309; 8560095; 10613491; 9213539	2
W7350A1000 Webstat Integrated Building Controller	9989290; 8352047	2
Wall Box PIR Occupancy/Vacancy Sensor/Switch	9386665; 10334700; 9936565	2
Wall Surface Mounted Speakers (Loudspeaker with EN 54-24 Certificate)	8457324; 8103007; 9940824; 7330125; 9704375; 7791496; 8411875	2
Wallbus Room Display Unit	9860723; 9704375	2
WEB-201 Controller	7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8890675	2
WEB-202 Controller	7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8890675	2
WEB-300E Controller	7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8890675	2
WEB-403 Controller	7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8890675	2
WEB-545 Controller	7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8890675	2
WEB-600 Controller	7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8890675	2
WEB-600E Controller	7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8890675	2
WEB-603 Controller	7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8890675	2
WEB-700 Controller	7567859; 10187222; 9984179; 9760100; 8037354; 9971977; 10262460; 8359484; 8947437; 8085265; 9529349; 7986701; 8819562; 11349683; 10565532; 11592851; 10289086; 10429862; 10733333; 9852387; 10921834; 8890675	2
WEBs N4 Supervisor	10606289; 10234832; 11079777; 9223839; 10209689	2
